1567513590648|11|statement|connection 0|url jdbc:p6spy:mysql://47.112.16.168:3306/solidwasteDB?serverTimezone=GMT%2B8&characterEncoding=utf8&useUnicode=true&useSSL=false|SELECT  id,depot_id,name,feature,physical_state,packing,transfer_amount,exist_amount,waste_category,waste_code,gmt_create,gmt_modified,batch_number  FROM hazardous_waste     WHERE depot_id = ?|SELECT  id,depot_id,name,feature,physical_state,packing,transfer_amount,exist_amount,waste_category,waste_code,gmt_create,gmt_modified,batch_number  FROM hazardous_waste     WHERE depot_id = 'GFCK0002'
1567513605560|8|statement|connection 0|url jdbc:p6spy:mysql://47.112.16.168:3306/solidwasteDB?serverTimezone=GMT%2B8&characterEncoding=utf8&useUnicode=true&useSSL=false|SELECT COUNT(1) FROM enterprise WHERE name = ?|SELECT COUNT(1) FROM enterprise WHERE name = '富士康电子'
1567513605570|8|statement|connection 0|url jdbc:p6spy:mysql://47.112.16.168:3306/solidwasteDB?serverTimezone=GMT%2B8&characterEncoding=utf8&useUnicode=true&useSSL=false|SELECT  id,name,industry_category,legal_representative,registered_address,business_license,business_scale,registered_capital,industry_category_code,waste_category,waste_name,waste_code,waste_production,waste_feature,depot_position,depot_num,environment_person,approved_mode,emergency_contact,gmt_create,gmt_modified  FROM enterprise     WHERE name = ? LIMIT ?,?|SELECT  id,name,industry_category,legal_representative,registered_address,business_license,business_scale,registered_capital,industry_category_code,waste_category,waste_name,waste_code,waste_production,waste_feature,depot_position,depot_num,environment_person,approved_mode,emergency_contact,gmt_create,gmt_modified  FROM enterprise     WHERE name = '富士康电子' LIMIT 0,10
1567513605580|7|statement|connection 0|url jdbc:p6spy:mysql://47.112.16.168:3306/solidwasteDB?serverTimezone=GMT%2B8&characterEncoding=utf8&useUnicode=true&useSSL=false|SELECT  id,enterprise_name,depot_id,longitude,latitude,gmt_create,gmt_modified  FROM depot     WHERE enterprise_name = ?|SELECT  id,enterprise_name,depot_id,longitude,latitude,gmt_create,gmt_modified  FROM depot     WHERE enterprise_name = '富士康电子'
1567513605590|8|statement|connection 0|url jdbc:p6spy:mysql://47.112.16.168:3306/solidwasteDB?serverTimezone=GMT%2B8&characterEncoding=utf8&useUnicode=true&useSSL=false|SELECT  id,monitor_name,depot_id,waste_code,fan_status,governing_status,hydrogen_sulfide,ammonia,oxygen,gmt_create,gmt_modified  FROM monitor_system     WHERE depot_id = ?|SELECT  id,monitor_name,depot_id,waste_code,fan_status,governing_status,hydrogen_sulfide,ammonia,oxygen,gmt_create,gmt_modified  FROM monitor_system     WHERE depot_id = 'GFCK0001'
1567513605603|8|statement|connection 0|url jdbc:p6spy:mysql://47.112.16.168:3306/solidwasteDB?serverTimezone=GMT%2B8&characterEncoding=utf8&useUnicode=true&useSSL=false|SELECT  id,depot_id,name,feature,physical_state,packing,transfer_amount,exist_amount,waste_category,waste_code,gmt_create,gmt_modified,batch_number  FROM hazardous_waste     WHERE depot_id = ?|SELECT  id,depot_id,name,feature,physical_state,packing,transfer_amount,exist_amount,waste_category,waste_code,gmt_create,gmt_modified,batch_number  FROM hazardous_waste     WHERE depot_id = 'GFCK0001'
1567513605614|8|statement|connection 0|url jdbc:p6spy:mysql://47.112.16.168:3306/solidwasteDB?serverTimezone=GMT%2B8&characterEncoding=utf8&useUnicode=true&useSSL=false|SELECT  id,monitor_name,depot_id,waste_code,fan_status,governing_status,hydrogen_sulfide,ammonia,oxygen,gmt_create,gmt_modified  FROM monitor_system     WHERE depot_id = ?|SELECT  id,monitor_name,depot_id,waste_code,fan_status,governing_status,hydrogen_sulfide,ammonia,oxygen,gmt_create,gmt_modified  FROM monitor_system     WHERE depot_id = 'GFCK0002'
1567513605626|8|statement|connection 0|url jdbc:p6spy:mysql://47.112.16.168:3306/solidwasteDB?serverTimezone=GMT%2B8&characterEncoding=utf8&useUnicode=true&useSSL=false|SELECT  id,depot_id,name,feature,physical_state,packing,transfer_amount,exist_amount,waste_category,waste_code,gmt_create,gmt_modified,batch_number  FROM hazardous_waste     WHERE depot_id = ?|SELECT  id,depot_id,name,feature,physical_state,packing,transfer_amount,exist_amount,waste_category,waste_code,gmt_create,gmt_modified,batch_number  FROM hazardous_waste     WHERE depot_id = 'GFCK0002'
1567515014850|24|statement|connection 0|url jdbc:p6spy:mysql://47.112.16.168:3306/solidwasteDB?serverTimezone=GMT%2B8&characterEncoding=utf8&useUnicode=true&useSSL=false|INSERT INTO in_storage  ( name, enterprise_name, industry_category, depot_id, waste_category, waste_code, deal_person )  VALUES  ( ?, ?, ?, ?, ?, ?, ? )|INSERT INTO in_storage  ( name, enterprise_name, industry_category, depot_id, waste_category, waste_code, deal_person )  VALUES  ( '201909032050140002', '富士康电子', '电子制造', 'GFCK0001', '有机溶剂与含有机溶剂废物', 'HW06', 'TOM' )
1567515014887|24|statement|connection 0|url jdbc:p6spy:mysql://47.112.16.168:3306/solidwasteDB?serverTimezone=GMT%2B8&characterEncoding=utf8&useUnicode=true&useSSL=false|INSERT INTO hazardous_waste  ( depot_id, name, feature, physical_state, packing, transfer_amount, waste_category, waste_code, batch_number )  VALUES  ( ?, ?, ?, ?, ?, ?, ?, ?, ? )|INSERT INTO hazardous_waste  ( depot_id, name, feature, physical_state, packing, transfer_amount, waste_category, waste_code, batch_number )  VALUES  ( 'GFCK0001', '900-407-96', 'T', '固体', '桶', 50.0, '有机溶剂与含有机溶剂废物', 'HW06', '201909032050140002' )
1567515014912|22|statement|connection 0|url jdbc:p6spy:mysql://47.112.16.168:3306/solidwasteDB?serverTimezone=GMT%2B8&characterEncoding=utf8&useUnicode=true&useSSL=false|INSERT INTO hazardous_waste  ( depot_id, name, feature, physical_state, packing, transfer_amount, waste_category, waste_code, batch_number )  VALUES  ( ?, ?, ?, ?, ?, ?, ?, ?, ? )|INSERT INTO hazardous_waste  ( depot_id, name, feature, physical_state, packing, transfer_amount, waste_category, waste_code, batch_number )  VALUES  ( 'GFCK0001', '900-407-97', 'T', '固体', '桶', 50.0, '有机溶剂与含有机溶剂废物', 'HW06', '201909032050140002' )
1567515014937|23|commit|connection 0|url jdbc:p6spy:mysql://47.112.16.168:3306/solidwasteDB?serverTimezone=GMT%2B8&characterEncoding=utf8&useUnicode=true&useSSL=false||
1567515418468|15|statement|connection 0|url jdbc:p6spy:mysql://47.112.16.168:3306/solidwasteDB?serverTimezone=GMT%2B8&characterEncoding=utf8&useUnicode=true&useSSL=false|INSERT INTO in_storage  ( name, enterprise_name, industry_category, depot_id, waste_category, waste_code, deal_person )  VALUES  ( ?, ?, ?, ?, ?, ?, ? )|INSERT INTO in_storage  ( name, enterprise_name, industry_category, depot_id, waste_category, waste_code, deal_person )  VALUES  ( '201909032056585539', '富士康电子', '电子制造', 'GFCK0001', '有机溶剂与含有机溶剂废物', 'HW06', 'TOM' )
1567515418497|17|statement|connection 0|url jdbc:p6spy:mysql://47.112.16.168:3306/solidwasteDB?serverTimezone=GMT%2B8&characterEncoding=utf8&useUnicode=true&useSSL=false|INSERT INTO hazardous_waste  ( depot_id, name, feature, physical_state, packing, transfer_amount, exist_amount, waste_category, waste_code, batch_number, measurement )  VALUES  ( ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ? )|INSERT INTO hazardous_waste  ( depot_id, name, feature, physical_state, packing, transfer_amount, exist_amount, waste_category, waste_code, batch_number, measurement )  VALUES  ( 'GFCK0001', '900-407-96', 'T', '固体', '桶', 50.0, 50.0, '有机溶剂与含有机溶剂废物', 'HW06', '201909032056585539', 'kg' )
1567515418520|21|statement|connection 0|url jdbc:p6spy:mysql://47.112.16.168:3306/solidwasteDB?serverTimezone=GMT%2B8&characterEncoding=utf8&useUnicode=true&useSSL=false|INSERT INTO hazardous_waste  ( depot_id, name, feature, physical_state, packing, transfer_amount, exist_amount, waste_category, waste_code, batch_number, measurement )  VALUES  ( ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ? )|INSERT INTO hazardous_waste  ( depot_id, name, feature, physical_state, packing, transfer_amount, exist_amount, waste_category, waste_code, batch_number, measurement )  VALUES  ( 'GFCK0001', '900-407-97', 'T', '固体', '桶', 50.0, 50.0, '有机溶剂与含有机溶剂废物', 'HW06', '201909032056585539', 'kg' )
1567515418532|10|commit|connection 0|url jdbc:p6spy:mysql://47.112.16.168:3306/solidwasteDB?serverTimezone=GMT%2B8&characterEncoding=utf8&useUnicode=true&useSSL=false||
